RowNumber,Geography,Gender,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CreditScoreBin,NumOfProducts,Age
4750,Germany,Male,4,122028.65,True,True,173792.77,False,Poor,2,29
4751,France,Female,5,0.0,True,True,80992.8,False,Exceptional,1,35
4752,Germany,Female,8,128751.65,True,False,189398.18,True,Fair,2,64
4753,France,Male,8,133436.52,True,False,56787.8,False,Fair,1,54
4754,Spain,Male,2,123177.01,True,False,148309.98,False,Poor,1,40
4755,France,Female,2,0.0,True,False,179673.11,True,Good,1,59
4756,France,Female,2,120328.88,True,True,138470.21,False,Good,2,37
4757,France,Female,1,130147.98,True,False,163798.41,True,Very Good,1,39
4758,Spain,Female,8,92716.96,True,True,33693.78,False,Very Good,1,36
4759,Spain,Female,7,0.0,True,False,48545.1,False,Poor,2,48
4760,Spain,Male,3,0.0,False,True,123427.98,False,Poor,1,34
4761,France,Male,1,76914.21,True,False,174183.44,False,Exceptional,1,40
4762,France,Female,3,106045.92,True,True,17938.0,False,Very Good,2,32
4763,France,Male,1,103133.26,True,True,90059.04,False,Very Good,1,34
4764,France,Male,0,145974.79,True,True,137694.23,False,Very Good,2,38
4765,Spain,Female,3,0.0,True,False,65039.9,False,Good,3,36
4766,Spain,Female,1,0.0,False,True,162858.29,False,Fair,2,49
4767,Spain,Female,9,0.0,True,True,35701.06,False,Fair,2,38
4768,Spain,Male,9,0.0,True,True,18826.06,False,Good,2,39
4769,Spain,Female,3,0.0,True,True,130086.47,True,Fair,1,31
4770,Spain,Female,1,139183.06,False,True,143360.56,False,Poor,1,31
4771,Spain,Male,5,0.0,True,False,159920.92,False,Fair,2,19
4772,Germany,Female,3,74974.89,True,True,12099.67,False,Fair,1,36
4773,Spain,Male,6,61691.45,True,True,53087.98,False,Poor,1,44
4774,Germany,Female,1,121952.75,True,True,142839.82,False,Fair,2,35
4775,France,Female,7,0.0,True,True,178.19,False,Exceptional,1,35
4776,Spain,Male,5,0.0,True,True,105618.14,False,Poor,2,35
4777,Spain,Male,7,0.0,True,True,24734.25,False,Very Good,2,37
4778,France,Female,1,80107.83,False,True,82245.67,False,Poor,2,33
4779,Spain,Female,2,0.0,False,True,177695.67,False,Good,2,45
4780,Germany,Male,1,147856.82,False,False,107961.11,True,Fair,3,40
4781,Spain,Male,8,0.0,True,False,55207.41,False,Good,2,36
4782,Spain,Female,7,65407.16,False,False,182633.63,True,Exceptional,2,53
4783,France,Female,8,114233.18,True,True,51587.04,False,Very Good,1,53
4784,France,Female,5,0.0,True,False,115403.31,False,Good,2,37
4785,Spain,Female,7,187602.18,True,False,186392.99,True,Fair,1,53
4786,France,Female,3,156834.34,False,False,44374.44,False,Poor,1,22
4787,France,Female,2,0.0,True,True,84033.35,False,Poor,2,34
4788,France,Male,1,157498.9,True,True,82276.62,False,Poor,1,42
4789,Spain,Female,9,0.0,True,False,177528.92,False,Very Good,2,44
4790,France,Male,2,0.0,True,True,56850.92,True,Good,1,41
4791,Spain,Male,8,0.0,False,False,47972.65,False,Fair,1,34
4792,Spain,Male,2,0.0,True,False,104982.39,False,Good,2,35
4793,Spain,Male,4,130274.22,True,True,133535.29,False,Very Good,1,19
4794,France,Female,6,0.0,True,True,25571.37,False,Very Good,1,41
4795,France,Female,5,149379.66,True,False,96075.55,False,Good,2,39
4796,France,Male,9,0.0,True,True,81634.45,False,Poor,1,29
4797,Spain,Male,1,100829.94,True,True,165008.97,False,Good,1,35
4798,Germany,Female,1,96408.98,True,True,138191.81,False,Very Good,1,32
4799,France,Male,6,0.0,True,True,99136.49,False,Fair,2,41
4800,France,Male,1,0.0,False,False,63584.55,True,Poor,1,52
4801,France,Male,6,0.0,True,False,160532.88,False,Good,2,39
4802,France,Male,5,149105.08,False,True,162683.06,False,Exceptional,1,71
4803,Spain,Male,3,0.0,True,False,134878.19,False,Poor,1,39
4804,Spain,Male,5,0.0,True,True,134626.3,False,Exceptional,2,41
4805,Spain,Female,2,0.0,True,False,175480.93,False,Poor,2,34
4806,Germany,Male,1,90218.11,True,False,174337.68,False,Fair,1,41
4807,France,Female,1,87347.7,True,False,172524.51,False,Good,1,33
4808,France,Male,2,0.0,False,False,25395.83,False,Fair,2,28
4809,France,Female,0,137811.75,True,True,184856.89,False,Fair,1,33
4810,France,Male,3,105563.0,True,False,182624.93,False,Exceptional,1,37
4811,France,Male,4,0.0,False,False,192505.62,False,Fair,2,38
4812,Spain,Female,7,0.0,True,False,112507.63,False,Poor,2,26
4813,France,Male,6,91125.75,True,False,177295.92,False,Good,1,31
4814,Spain,Male,3,0.0,False,True,12465.51,False,Poor,2,39
4815,Spain,Male,8,0.0,True,False,36122.96,False,Fair,2,39
4816,Germany,Female,6,135120.56,True,False,37836.64,False,Very Good,1,77
4817,France,Male,8,0.0,False,True,34747.43,False,Fair,2,29
4818,France,Male,7,0.0,True,True,131097.9,False,Fair,2,28
4819,France,Female,1,86837.95,True,True,105280.55,False,Very Good,1,36
4820,France,Male,4,100446.57,False,True,149653.81,False,Fair,1,26
4821,France,Female,3,0.0,True,True,139390.99,False,Poor,2,32
4822,France,Female,3,0.0,True,False,132436.71,False,Poor,2,33
4823,France,Female,2,0.0,False,True,179705.13,True,Very Good,4,32
4824,Spain,Female,6,114512.59,True,False,15796.66,False,Very Good,1,32
4825,France,Male,5,136364.46,False,False,142754.71,False,Good,1,35
4826,France,Male,5,106260.67,True,True,2578.43,False,Fair,1,31
4827,France,Male,10,146126.75,True,True,88992.05,False,Very Good,1,24
4828,Spain,Male,4,111284.53,False,True,32936.44,True,Fair,1,52
4829,Spain,Female,9,121056.63,True,False,39122.58,False,Very Good,2,42
4830,France,Male,5,128270.56,True,False,191092.62,False,Good,1,34
4831,Spain,Male,4,0.0,True,False,129149.06,False,Fair,2,30
4832,France,Male,7,0.0,True,False,13218.6,False,Fair,2,35
4833,France,Female,7,0.0,True,True,160589.18,False,Fair,1,79
4834,France,Male,10,191775.65,True,False,179657.83,False,Very Good,1,32
4835,Spain,Female,2,0.0,True,False,44335.54,True,Very Good,1,35
4836,Spain,Male,4,85141.79,True,True,29217.37,False,Poor,2,34
4837,France,Male,10,126392.18,False,True,43651.49,False,Fair,1,26
4838,France,Male,3,0.0,True,False,159654.0,False,Exceptional,2,28
4839,France,Female,9,129860.37,False,False,17992.94,False,Poor,1,40
4840,France,Female,5,127642.44,True,False,141501.45,True,Poor,1,53
4841,France,Female,2,0.0,True,True,93825.78,False,Poor,2,35
4842,Germany,Female,5,125584.17,True,True,41852.24,True,Fair,2,44
4843,Spain,Male,7,50911.21,False,False,97629.31,True,Good,3,56
4844,France,Male,2,91955.61,True,False,37065.66,False,Fair,1,29
4845,Germany,Female,2,84266.44,False,False,38614.69,False,Good,2,36
4846,France,Female,2,147149.59,True,True,87816.86,False,Fair,1,36
4847,France,Female,7,0.0,True,False,184866.86,False,Very Good,2,36
4848,France,Female,5,104822.45,False,True,160176.47,False,Poor,1,23
4849,France,Male,1,146766.72,False,True,164357.1,False,Fair,2,42
4850,Germany,Male,6,148745.92,True,True,17818.33,False,Poor,2,70
4851,France,Male,9,0.0,True,False,142680.64,True,Poor,1,27
4852,France,Female,0,0.0,True,False,85081.09,False,Poor,1,48
4853,Spain,Male,3,0.0,True,True,176450.19,False,Good,2,35
4854,France,Female,6,135203.81,True,True,121967.88,False,Good,2,41
4855,Germany,Male,2,93301.97,False,True,127187.04,False,Good,2,23
4856,Germany,Male,5,96341.0,False,False,108313.34,False,Poor,2,33
4857,France,Male,8,165326.2,True,True,57205.55,False,Very Good,1,44
4858,France,Male,0,0.0,False,True,157891.86,False,Exceptional,2,27
4859,France,Female,10,99786.2,True,False,86927.53,False,Very Good,1,41
4860,Spain,Female,4,114440.24,True,True,107753.07,False,Very Good,1,22
4861,Spain,Male,4,141573.55,True,False,82158.14,False,Very Good,1,36
4862,Spain,Female,9,0.0,True,False,29135.89,True,Fair,1,22
4863,Spain,Female,1,133676.65,False,True,17095.49,False,Fair,1,55
4864,France,Female,10,147493.7,True,False,100447.53,False,Poor,2,33
4865,France,Male,9,0.0,True,False,83470.4,True,Good,1,54
4866,France,Female,4,0.0,True,False,121846.81,False,Fair,2,29
4867,Germany,Female,3,95022.57,True,True,129107.59,False,Poor,1,37
4868,France,Female,3,0.0,True,False,54726.43,False,Fair,1,34
4869,France,Male,6,0.0,True,True,116141.72,False,Very Good,1,37
4870,France,Male,4,149713.61,True,True,124872.42,True,Fair,3,50
4871,Germany,Female,1,107963.38,False,False,186438.86,True,Fair,1,43
4872,France,Male,3,0.0,True,False,134281.11,False,Very Good,2,40
4873,Spain,Male,3,0.0,True,False,91044.47,False,Very Good,1,32
4874,France,Male,7,0.0,True,True,74320.75,False,Fair,2,37
4875,France,Male,8,0.0,True,False,9704.66,False,Good,2,43
4876,France,Female,9,102017.25,False,False,128600.49,False,Poor,2,33
4877,Spain,Female,8,0.0,False,False,6468.24,False,Fair,2,27
4878,France,Male,7,0.0,False,False,57898.58,False,Good,2,44
4879,Spain,Male,8,96674.55,False,False,192120.66,False,Very Good,2,29
4880,Spain,Female,3,81811.71,True,False,164213.53,True,Very Good,1,44
4881,Spain,Male,4,79281.61,True,False,117547.76,False,Very Good,1,33
4882,France,Male,6,0.0,True,False,26149.25,False,Poor,2,31
4883,Germany,Female,10,122314.39,True,False,9181.66,False,Fair,1,36
4884,Germany,Male,8,140733.74,True,True,166588.76,False,Fair,1,43
4885,Germany,Male,2,116933.11,True,False,195053.58,True,Good,1,49
4886,Spain,Male,5,165445.04,True,False,85787.31,False,Poor,2,41
4887,Germany,Female,5,123805.03,True,False,102428.51,False,Good,1,53
4888,France,Male,0,107548.94,True,False,71175.94,False,Fair,1,37
4889,France,Male,9,111634.29,False,True,166440.32,False,Poor,2,49
4890,Germany,Female,8,109153.96,True,True,148848.76,True,Good,3,41
4891,Spain,Female,4,0.0,True,False,140286.69,False,Poor,2,34
4892,Germany,Male,5,86055.17,True,True,104220.5,False,Very Good,2,34
4893,Germany,Female,10,98438.23,False,False,70778.63,True,Good,1,51
4894,Spain,Male,5,0.0,True,False,65868.28,False,Very Good,2,29
4895,France,Female,8,144705.87,False,False,171482.56,False,Fair,2,32
4896,France,Male,7,0.0,True,True,143204.41,False,Very Good,2,31
4897,France,Male,5,91612.91,True,True,28427.84,False,Fair,1,41
4898,Spain,Male,2,0.0,True,False,78387.32,False,Good,1,40
4899,France,Female,7,0.0,False,True,161076.92,False,Poor,1,40
4900,France,Female,9,192122.84,True,True,54277.45,True,Exceptional,1,32
4901,France,Male,7,179904.0,True,True,137180.95,False,Good,1,41
4902,France,Male,0,178058.06,False,True,21063.71,True,Good,2,59
4903,France,Male,2,176166.56,True,True,152210.81,False,Fair,2,30
4904,France,Male,3,156864.2,False,False,88890.75,False,Good,2,42
4905,France,Female,7,0.0,True,True,190534.76,False,Very Good,2,44
4906,Spain,Male,3,0.0,True,False,83090.35,False,Fair,2,30
4907,Spain,Female,3,0.0,False,True,141426.78,False,Exceptional,2,33
4908,France,Male,2,161588.89,True,True,51358.66,False,Poor,1,34
4909,France,Male,2,109349.29,True,False,88703.04,True,Poor,1,48
4910,Spain,Female,6,0.0,True,False,116696.77,False,Fair,2,29
4911,France,Female,9,0.0,True,True,7156.09,False,Fair,2,36
4912,Spain,Male,1,0.0,True,True,49161.12,True,Poor,1,37
4913,France,Male,0,152335.7,True,False,126743.33,True,Very Good,1,60
4914,France,Female,1,124662.54,True,True,65390.46,True,Poor,1,51
4915,Germany,Female,10,91522.04,True,True,138835.91,False,Good,2,47
4916,France,Male,1,0.0,True,True,36154.66,False,Good,2,45
4917,Spain,Female,6,62052.28,False,True,59755.14,False,Poor,1,39
4918,France,Male,7,107871.72,True,False,125302.64,False,Poor,1,32
4919,France,Female,2,99472.76,True,False,94274.72,True,Good,2,36
4920,Spain,Female,10,128039.01,True,True,102260.16,False,Good,1,50
4921,France,Male,2,0.0,True,True,136028.97,False,Poor,2,33
4922,Spain,Female,8,114634.63,True,False,110114.38,True,Poor,2,33
4923,France,Male,5,56738.47,True,True,100442.22,True,Good,2,26
4924,Germany,Male,2,90355.12,False,False,193597.94,False,Fair,2,34
4925,Germany,Male,5,115725.24,False,False,1871.25,False,Very Good,2,36
4926,Germany,Male,3,114327.59,True,True,42831.11,False,Exceptional,2,58
4927,Germany,Female,6,100762.64,True,False,182156.86,False,Good,1,36
4928,France,Female,9,0.0,False,False,151648.66,True,Fair,1,40
4929,Spain,Male,7,89039.9,True,True,146738.83,False,Poor,2,39
4930,France,Male,1,78829.53,True,True,12148.2,False,Poor,1,34
4931,Germany,Male,6,112372.96,True,True,118029.09,False,Fair,1,30
4932,Germany,Male,6,122029.15,True,True,50783.88,False,Good,1,81
4933,France,Female,0,157829.12,False,False,129891.66,False,Good,1,29
4934,Germany,Female,1,108377.75,True,True,9904.63,False,Poor,2,31
4935,France,Female,2,95507.12,True,True,63213.31,False,Good,1,54
4936,Germany,Male,6,127146.68,False,False,137565.87,False,Poor,1,43
4937,Germany,Male,1,133811.78,True,False,17185.95,True,Fair,1,24
4938,France,Male,3,121092.47,False,True,143783.46,False,Poor,2,36
4939,Germany,Male,10,126979.75,False,False,36823.28,False,Very Good,1,34
4940,France,Male,5,144235.73,False,False,154957.66,True,Fair,2,37
4941,France,Female,0,152582.2,False,False,31892.82,False,Very Good,2,38
4942,Spain,Male,9,172478.15,True,False,191084.4,True,Fair,1,43
4943,France,Male,1,126477.42,False,False,179718.17,False,Fair,1,36
4944,Spain,Male,7,97473.87,True,True,159823.16,False,Poor,2,43
4945,France,Male,5,138053.67,False,True,114110.97,False,Fair,1,53
4946,France,Female,2,164003.05,True,True,60993.23,False,Poor,2,31
4947,France,Female,8,0.0,True,True,66408.01,True,Poor,1,47
4948,France,Female,6,0.0,True,True,136398.9,False,Very Good,2,62
4949,Spain,Female,4,122486.11,True,True,140709.25,False,Very Good,2,39
4950,France,Male,1,0.0,False,False,8555.73,False,Poor,2,36
4951,Germany,Female,6,53667.44,True,False,115022.94,False,Fair,1,45
4952,France,Male,7,0.0,False,False,187638.34,False,Fair,2,20
4953,Spain,Male,9,109327.65,True,True,3829.13,False,Good,1,58
4954,Spain,Male,1,121151.05,False,False,119357.93,False,Fair,1,34
4955,Spain,Male,9,101043.63,True,True,192175.52,False,Good,1,42
4956,Germany,Male,3,83501.66,True,False,128841.31,False,Very Good,2,33
4957,Spain,Male,2,80462.24,False,False,150422.35,False,Fair,1,33
4958,France,Male,3,0.0,True,False,188187.05,False,Very Good,1,39
4959,France,Male,6,109093.41,True,False,1775.52,False,Fair,2,37
4960,Spain,Female,5,140355.6,True,True,85086.78,False,Poor,1,46
4961,France,Male,10,0.0,True,True,3797.79,False,Exceptional,2,42
4962,Germany,Male,0,130170.82,True,False,150856.38,False,Good,2,45
4963,France,Female,2,0.0,False,True,90537.47,False,Poor,2,42
4964,France,Male,0,109542.29,True,True,166370.81,False,Poor,1,40
4965,France,Female,3,33563.95,True,False,178994.13,True,Poor,2,41
4966,France,Male,1,148795.17,True,True,195681.43,False,Very Good,2,36
4967,France,Male,9,0.0,True,True,53277.15,False,Fair,2,64
4968,Germany,Male,8,174126.75,True,False,172490.78,True,Fair,3,40
4969,Spain,Male,3,0.0,False,False,11819.84,False,Fair,1,41
4970,Spain,Female,1,106405.03,True,True,82900.25,False,Fair,1,35
4971,Spain,Male,2,0.0,True,True,82709.8,False,Good,1,38
4972,Spain,Male,2,128393.29,True,True,180593.45,False,Good,1,30
4973,Germany,Male,2,127841.52,True,False,172363.41,False,Fair,1,41
4974,France,Female,4,137295.19,True,True,91195.12,False,Fair,2,24
4975,Spain,Female,2,155828.22,False,True,108987.25,True,Fair,1,55
4976,France,Male,6,0.0,True,False,44265.28,False,Very Good,2,39
4977,Germany,Female,7,144351.86,True,False,116613.26,False,Exceptional,1,25
4978,Spain,Male,8,106365.29,True,True,148527.56,False,Very Good,1,35
4979,Germany,Male,7,127801.88,False,True,84239.46,False,Poor,1,35
4980,Germany,Female,4,122793.96,True,True,62002.04,False,Fair,1,45
4981,Germany,Male,10,113525.84,True,False,46044.48,True,Fair,1,38
4982,Spain,Female,6,136100.69,False,False,169669.33,True,Fair,2,23
4983,France,Male,7,0.0,True,True,156346.84,False,Fair,2,30
4984,France,Male,4,140916.81,True,False,157711.18,False,Poor,1,30
4985,France,Female,4,0.0,True,True,89087.4,False,Poor,2,31
4986,Germany,Male,4,121365.39,True,True,8742.36,False,Poor,1,26
4987,Spain,Female,4,0.0,True,False,117038.96,False,Good,1,36
4988,France,Female,7,0.0,True,False,164241.67,False,Poor,2,35
4989,France,Male,3,93578.68,False,True,137720.56,True,Fair,2,47
4990,France,Male,9,0.0,True,False,106.67,False,Fair,1,40
4991,Spain,Female,8,115409.6,False,True,1539.21,False,Fair,1,33
4992,France,Female,8,90791.69,True,True,59659.53,False,Poor,1,33
4993,France,Female,9,123681.32,True,False,173586.63,True,Very Good,3,62
4994,France,Female,6,92436.86,True,False,126033.9,False,Poor,1,44
4995,Germany,Female,9,167194.36,True,True,62808.93,True,Very Good,1,52
4996,France,Female,4,0.0,False,True,147007.33,False,Exceptional,2,36
4997,Germany,Male,9,160838.13,True,False,196261.64,False,Poor,2,44
4998,Spain,Male,1,0.0,True,False,44560.17,True,Good,1,43
4999,Spain,Female,7,144470.77,True,True,18917.95,False,Poor,1,40
5000,Spain,Female,3,0.0,True,True,4525.4,False,Fair,2,38
5001,Germany,Female,9,130169.27,False,True,93112.2,False,Exceptional,2,68
5002,Spain,Male,4,0.0,True,True,9658.41,False,Very Good,2,35
5003,France,Male,7,81076.8,True,True,182627.25,True,Fair,2,43
5004,France,Male,7,0.0,True,True,13177.4,False,Very Good,1,36
5005,Germany,Female,3,101465.31,True,False,43568.31,True,Poor,1,57
5006,France,Male,5,0.0,False,True,117830.57,False,Good,1,48
5007,Germany,Female,0,113865.23,True,True,117396.25,False,Very Good,2,37
5008,Spain,Female,7,87603.35,False,True,96929.24,True,Poor,3,46
5009,France,Male,4,120037.96,True,False,36275.94,False,Poor,1,36
5010,Spain,Male,4,0.0,True,False,116706.0,False,Fair,2,33
5011,Germany,Male,7,121205.15,True,True,168080.53,True,Poor,4,49
5012,Spain,Male,8,75408.33,True,False,25887.89,True,Poor,1,47
5013,France,Male,5,0.0,True,True,122488.59,False,Poor,2,40
5014,France,Female,3,0.0,True,False,113171.61,True,Good,1,40
5015,Spain,Female,5,0.0,False,False,100365.51,False,Very Good,2,35
5016,France,Male,6,121818.84,False,True,124151.37,False,Good,2,50
5017,France,Female,8,0.0,True,False,112664.24,False,Poor,2,29
5018,Germany,Male,6,141806.0,True,True,183494.87,False,Very Good,2,34
5019,France,Female,8,61354.14,True,False,198810.65,True,Poor,1,51
5020,Germany,Female,4,124954.94,False,True,131259.6,True,Exceptional,1,53
5021,Germany,Female,1,95039.12,False,True,116471.14,True,Poor,1,68
5022,France,Female,9,103417.74,True,True,15336.4,False,Fair,1,29
5023,France,Male,2,0.0,True,False,99593.28,False,Good,2,45
5024,France,Male,10,43028.77,True,False,170514.21,False,Poor,1,40
5025,Germany,Female,0,119638.21,True,True,34265.08,True,Very Good,1,44
5026,France,Male,3,122689.51,False,False,106977.53,True,Good,2,37
5027,France,Male,10,0.0,False,False,164287.86,False,Fair,2,44
5028,Germany,Male,8,73179.34,True,True,25292.53,False,Good,2,37
5029,France,Female,4,171913.87,True,False,51820.87,True,Poor,1,38
5030,France,Male,5,0.0,True,True,81452.29,False,Good,2,38
5031,Germany,Male,8,92659.2,True,False,1354.25,False,Poor,2,33
5032,Germany,Female,7,137239.17,True,True,71379.92,True,Very Good,1,34
5033,Germany,Female,3,102955.14,True,False,154137.33,False,Good,2,46
5034,France,Female,8,65190.29,True,True,64308.49,True,Poor,1,61
5035,Germany,Female,2,96863.52,True,True,31613.35,False,Fair,2,29
5036,Spain,Male,5,154983.98,True,False,27738.01,False,Fair,1,34
5037,Germany,Male,3,106819.65,False,True,163570.25,False,Good,1,59
5038,Spain,Male,7,128578.52,True,True,193878.51,False,Fair,1,38
5039,France,Female,2,126473.33,False,True,147545.65,False,Fair,1,63
5040,France,Female,5,110570.78,True,False,195906.59,False,Fair,2,38
5041,Spain,Male,7,0.0,False,True,178458.86,False,Exceptional,2,50
5042,Spain,Male,8,0.0,True,False,156125.72,False,Poor,2,29
5043,France,Female,3,0.0,True,True,11159.19,False,Exceptional,2,33
5044,Spain,Female,2,0.0,False,False,45738.94,False,Good,2,44
5045,France,Male,3,111099.79,False,False,140650.19,False,Poor,2,30
5046,France,Female,3,0.0,True,False,4733.94,False,Very Good,3,29
5047,Spain,Male,3,100913.57,False,False,10579.72,False,Very Good,1,25
5048,Spain,Male,8,0.0,True,True,179655.87,False,Poor,2,26
5049,France,Male,2,16893.59,True,True,77502.56,False,Good,1,42
5050,Spain,Male,10,122267.85,False,False,145759.93,False,Very Good,1,38
5051,France,Male,1,125685.79,True,True,56246.72,False,Good,1,32
5052,Spain,Male,8,127397.34,True,False,151335.24,False,Good,1,36
5053,France,Male,0,105271.56,False,True,179833.45,False,Fair,1,38
5054,Germany,Female,2,115265.14,False,False,191627.85,False,Fair,1,28
5055,Spain,Male,4,0.0,False,False,173016.46,False,Fair,1,36
5056,Spain,Male,1,0.0,True,True,58469.75,False,Good,2,31
5057,Germany,Male,2,139542.82,False,True,28038.28,False,Very Good,1,23
5058,Germany,Female,3,111512.75,True,False,159576.75,True,Very Good,3,46
5059,France,Male,9,148466.93,False,True,151280.96,False,Good,2,37
5060,France,Male,4,0.0,True,False,139953.94,False,Good,2,29
5061,France,Female,4,108155.49,True,False,105407.79,False,Poor,1,35
5062,France,Female,1,0.0,True,False,56865.62,False,Fair,2,42
5063,Germany,Male,10,84622.13,True,True,198072.16,False,Exceptional,1,41
5064,Spain,Female,7,146997.64,False,False,137791.18,False,Fair,2,41
5065,France,Female,9,0.0,True,False,103787.28,False,Poor,2,47
5066,France,Female,10,98590.25,True,False,30912.89,False,Exceptional,1,27
5067,France,Female,2,0.0,True,True,78651.55,False,Poor,2,26
5068,Germany,Female,8,134980.74,True,True,123309.57,True,Fair,1,45
5069,Spain,Female,5,108078.56,True,True,174118.93,False,Good,1,79
5070,Spain,Female,9,0.0,False,True,85736.26,False,Fair,2,29
5071,France,Female,6,0.0,False,False,121138.77,False,Fair,2,42
5072,France,Male,5,106836.67,True,False,84199.78,False,Good,2,35
5073,France,Male,8,102490.27,False,True,181224.56,False,Poor,1,29
5074,Germany,Male,9,112746.54,False,False,141230.07,False,Fair,2,34
5075,France,Male,0,125487.89,False,False,158111.71,False,Fair,1,38
5076,Spain,Male,8,142862.21,True,True,130639.01,False,Very Good,1,25
5077,France,Female,7,0.0,True,False,17040.82,False,Good,2,37
5078,France,Male,10,0.0,True,False,25662.27,False,Fair,2,34
5079,Spain,Male,6,79388.33,True,True,193360.69,False,Very Good,1,35
5080,France,Male,5,0.0,True,True,121485.1,False,Poor,2,37
5081,France,Male,10,0.0,True,True,162452.65,False,Good,2,29
5082,France,Female,6,107784.65,True,True,141137.53,False,Fair,1,31
5083,Spain,Female,4,142880.28,False,False,185541.2,True,Good,3,41
5084,Spain,Female,9,149571.94,True,False,118383.18,False,Fair,1,38
5085,France,Male,1,142767.39,True,True,8214.41,False,Very Good,1,49
5086,Germany,Male,8,121537.71,True,False,46521.45,True,Poor,2,49
5087,Spain,Male,2,0.0,False,False,10772.13,False,Good,2,50
5088,Spain,Male,9,0.0,True,False,199290.68,True,Very Good,1,43
5089,France,Male,4,89838.71,True,False,85983.54,True,Poor,3,42
5090,Germany,Male,9,103399.87,False,False,129870.93,False,Good,1,45
5091,France,Female,9,0.0,False,False,63158.22,False,Poor,2,30
5092,Germany,Male,5,136855.94,True,False,171070.52,False,Poor,2,43
5093,France,Female,0,0.0,True,False,53222.15,True,Good,2,39
5094,Germany,Female,2,140891.46,True,True,179834.45,True,Fair,3,55
5095,France,Male,0,0.0,True,False,114514.64,False,Fair,1,37
5096,Spain,Female,5,89364.91,False,True,139162.15,False,Good,1,46
5097,France,Female,7,146011.4,False,False,50249.16,False,Fair,1,29
5098,Spain,Male,8,0.0,True,True,113469.65,False,Fair,2,20
5099,Germany,Male,9,145294.08,True,False,147484.13,False,Poor,2,29
5100,Germany,Female,9,106000.12,False,False,191448.96,True,Fair,1,45
5101,Spain,Female,5,0.0,True,False,119381.41,False,Poor,2,26
5102,Spain,Female,2,0.0,True,True,33277.31,False,Fair,2,58
5103,Spain,Male,9,104508.77,False,False,73107.53,False,Fair,2,20
5104,Germany,Female,3,127539.3,True,True,96590.39,True,Very Good,1,58
5105,Spain,Male,7,0.0,False,True,6923.11,False,Good,1,44
5106,Germany,Male,3,96891.46,True,False,176403.33,True,Good,1,51
5107,France,Female,1,78535.25,True,False,64349.6,False,Fair,1,32
5108,Spain,Female,9,112712.17,True,False,116097.26,False,Exceptional,1,37
5109,Spain,Male,9,119618.42,True,True,29861.13,False,Fair,1,55
5110,Spain,Female,6,0.0,True,False,48426.98,False,Good,1,28
5111,France,Female,8,74963.5,True,True,32770.56,False,Good,1,33
5112,France,Male,1,138023.79,False,True,117060.2,False,Fair,2,26
5113,Spain,Female,4,0.0,True,True,136197.65,False,Poor,1,28
5114,France,Female,1,185513.67,True,False,27438.83,False,Very Good,1,47
5115,France,Male,8,185648.56,False,False,192156.54,True,Good,1,60
5116,Germany,Female,1,102286.6,True,False,69409.37,True,Poor,3,49
5117,Germany,Male,4,128015.83,True,False,58440.43,False,Very Good,1,38
5118,France,Male,10,39539.39,False,False,192519.39,False,Very Good,2,31
5119,France,Male,3,0.0,True,True,144874.67,False,Good,1,40
5120,France,Male,3,77608.46,True,True,175373.46,False,Good,2,37
5121,France,Male,5,141462.13,True,False,440.2,False,Fair,1,26
5122,Spain,Female,0,0.0,False,False,76637.38,False,Good,2,35
5123,France,Male,2,131691.33,True,False,49480.66,False,Fair,1,27
5124,Spain,Male,8,93833.86,False,True,10417.87,False,Exceptional,1,29
5125,Spain,Female,7,137933.39,True,True,67976.57,False,Good,1,46
5126,Spain,Male,8,105770.14,False,True,140929.98,True,Poor,1,54
5127,Spain,Female,5,0.0,False,True,47139.06,False,Fair,2,54
5128,Spain,Female,8,0.0,False,True,126241.4,True,Exceptional,2,38
5129,France,Female,3,166328.65,False,True,22614.19,False,Poor,2,38
5130,Germany,Female,2,164307.77,True,False,48498.19,False,Fair,1,42
5131,Germany,Male,9,163965.69,False,True,103511.26,False,Good,2,38
5132,France,Male,7,125608.72,True,False,122073.48,False,Fair,1,40
5133,France,Female,9,0.0,True,False,65535.56,False,Poor,1,66
5134,Spain,Male,6,118433.94,False,True,160060.9,False,Poor,1,37
5135,France,Female,10,98488.08,True,False,155879.57,True,Exceptional,1,55
5136,France,Male,4,0.0,False,True,194416.58,False,Poor,2,40
5137,Germany,Female,10,98362.35,True,True,21630.21,False,Good,2,64
5138,France,Female,6,144237.91,True,False,157143.61,True,Good,4,51
5139,France,Male,6,0.0,False,True,52796.31,False,Exceptional,1,34
5140,Spain,Male,4,0.0,True,False,121798.52,True,Good,1,47
5141,France,Female,4,105767.28,False,False,41104.82,False,Fair,2,29
5142,Spain,Male,9,0.0,True,False,10604.48,False,Very Good,2,32
5143,Spain,Female,5,0.0,False,False,78563.66,False,Good,2,48
5144,Spain,Male,2,0.0,True,True,170821.43,True,Fair,1,31
5145,France,Female,3,134467.26,True,True,113266.09,False,Poor,1,25
5146,Germany,Male,1,138515.02,True,True,171768.76,False,Very Good,1,38
5147,Germany,Male,2,128647.98,False,False,54416.18,False,Exceptional,2,32
5148,France,Female,9,121858.98,True,False,130755.34,False,Fair,1,38
5149,Spain,Male,3,0.0,True,True,141180.66,False,Good,2,70
5150,France,Female,1,120108.56,False,True,183421.76,False,Good,1,49
